pose_x 		 pose_y 		 pose_z 		 yaw 
0.000000		0.000000		2.000000		0.000000
4.000000		0.000000		2.000000		0.000000
4.000000		4.500000		2.000000		0.000000
4.000000		4.500000		11.000000		0.000000
47.500000		4.500000		11.000000		0.000000
4.000000		4.500000		11.000000		0.000000
4.000000		4.500000		2.000000		0.000000
4.000000		0.000000		2.000000		0.000000
0.000000		0.000000		2.000000		0.000000
